partner_transaction_id,member_id,merchant,optimized_date,transaction_amount,member_home_state,category
2812622785473602961595206519,1002963458242496635123428,airbnb,2020-07-17,123.54,Georgia,Travel & Transportation
7043937112032510116407770969,1002963458242496635123428,nintendo,2020-11-17,2.15,Georgia,Home Entertainment
44910127764933646488667917911,1002963458242496635123428,nintendo,2020-11-26,64.94,Georgia,Home Entertainment
36793181958272726706292752005,1002963458242496635123428,nintendo,2020-12-31,10.81,Georgia,Home Entertainment
66646473123075501251931089634,1002963458242496635123428,nintendo,2021-03-19,21.64,Georgia,Home Entertainment
17259974482584310681950163224,1002963458242496635123428,peloton,2021-07-21,39,Georgia,Fitness
50682933201593154566128039953,1002963458242496635123428,peloton,2021-08-21,39,Georgia,Fitness
4338520620826037549100416963,1002963458242496635123428,peloton,2021-09-21,39,Georgia,Fitness
9950117346631915136769862074,1002963458242496635123428,peloton,2021-10-21,39,Georgia,Fitness
40436750836686805135163654400,1002963458242496635123428,peloton,2021-11-21,39,Georgia,Fitness
52345920045976118128484423718,1003092185451001693060116,nintendo,2020-07-21,21.19,Pennsylvania,Home Entertainment
68626447722322669650042228263,1003092185451001693060116,warby_parker,2021-04-22,395,Pennsylvania,Health & Beauty
8450555847595946310495208868,1003092185451001693060116,warby_parker,2021-04-22,75,Pennsylvania,Health & Beauty
64477707760564950996164037913,1003092185451001693060116,sephora,2021-05-07,63.13,Pennsylvania,Health & Beauty
3406908459943929481136527481,1003485771771227007683434,nintendo,2020-06-16,21.19,Pennsylvania,Home Entertainment
49381598813174483473250234780,1003485771771227007683434,nintendo,2020-08-08,18.18,Pennsylvania,Home Entertainment
31114762263081063849921624780,1003485771771227007683434,nintendo,2021-06-16,10.59,Pennsylvania,Home Entertainment
31353041232734460465694498709,1003485771771227007683434,nintendo,2021-06-17,5.29,Pennsylvania,Home Entertainment
62775852691339570511109786313,1003485771771227007683434,nintendo,2021-07-07,7.41,Pennsylvania,Home Entertainment
26358275149139073964754955623,1003485771771227007683434,nintendo,2021-07-16,63.59,Pennsylvania,Home Entertainment
72224832835072601384406949718,1003485771771227007683434,nintendo,2021-08-15,21.19,Pennsylvania,Home Entertainment
25683473561730447318308114059,1003485771771227007683434,sephora,2021-09-18,11.09,Pennsylvania,Health & Beauty
48504435164454654811224661723,1003485771771227007683434,nintendo,2021-10-09,3.97,Pennsylvania,Home Entertainment
66740705090019222365262938321,1003485771771227007683434,sephora,2021-10-24,57.78,Pennsylvania,Health & Beauty
1873029730427377364001544435,1003485771771227007683434,sephora,2021-10-31,52.43,Pennsylvania,Health & Beauty
79185650585364049930356120572,1003485771771227007683434,nintendo,2021-11-24,63.59,Pennsylvania,Home Entertainment
63878566531100856105229475914,1010965590917318004232185,dish,2016-06-08,147.04,Texas,Telecommunication
34721516726756723330757059495,1010965590917318004232185,dish,2016-11-23,142.73,Texas,Telecommunication
63104889692384502144784608363,1010965590917318004232185,dish,2016-12-26,143.81,Texas,Telecommunication
33447010050533006607418743661,1010965590917318004232185,dish,2017-01-16,143.81,Texas,Telecommunication
59069306011217381134394046235,1010965590917318004232185,dish,2017-02-27,136.23,Texas,Telecommunication
6144745893979377692104913490,1010965590917318004232185,dish,2017-03-20,149.1,Texas,Telecommunication
1793766783737086149677257762,1013661283646223110581786,airbnb,2016-09-30,239,Florida,Travel & Transportation
36696879262144845035704897795,1013661283646223110581786,sephora,2017-02-13,22.24,Florida,Health & Beauty
13854644594881208856052989482,1013661283646223110581786,sephora,2017-03-19,62.69,Florida,Health & Beauty
32740681476614179306241837300,1013661283646223110581786,sephora,2017-04-23,63.13,Florida,Health & Beauty
42157382796703448712992090943,1013661283646223110581786,sephora,2017-08-29,57.78,Florida,Health & Beauty
61198243368265975808787518496,1013661283646223110581786,sephora,2017-09-06,10.7,Florida,Health & Beauty
56029740717859636107747029655,1013661283646223110581786,sephora,2017-10-03,10.65,Florida,Health & Beauty
51006024250226147372608460493,1013661283646223110581786,sephora,2017-10-05,10.7,Florida,Health & Beauty
63882917861523990676690927103,1013661283646223110581786,sephora,2017-11-04,10.7,Florida,Health & Beauty
56544877164843510814920046190,1013661283646223110581786,sephora,2017-11-06,10.65,Florida,Health & Beauty
76371125564099478625448645079,1013661283646223110581786,sephora,2017-11-30,35.26,Florida,Health & Beauty
44098772237082161712678589509,1013661283646223110581786,sephora,2017-12-05,10.65,Florida,Health & Beauty
33909871521413700537495944826,1013661283646223110581786,sephora,2017-12-06,10.7,Florida,Health & Beauty
21023552815883821366708923501,1013661283646223110581786,sephora,2018-01-04,10.65,Florida,Health & Beauty
37333232701402852000021896035,1013661283646223110581786,sephora,2018-01-05,10.7,Florida,Health & Beauty
63662139200780895511771086864,1013661283646223110581786,sephora,2018-01-24,23.43,Florida,Health & Beauty
57255304673220947894064322566,1013661283646223110581786,sephora,2018-02-05,10.65,Florida,Health & Beauty
5374740222720106399031148417,1013661283646223110581786,sephora,2018-02-06,10.7,Florida,Health & Beauty
14276532437828389893952796276,1013661283646223110581786,sephora,2018-02-13,13.32,Florida,Health & Beauty
25369216031801933132323208328,1013661283646223110581786,sephora,2018-03-03,10.65,Florida,Health & Beauty
50014530488273590917053854720,1013661283646223110581786,sephora,2018-03-05,10.7,Florida,Health & Beauty
66475758063442630937554984734,1013661283646223110581786,sephora,2018-04-04,10.7,Florida,Health & Beauty
73173271032220588411080341973,1013661283646223110581786,sephora,2018-04-05,10.65,Florida,Health & Beauty
61718513635314581748243980564,1013661283646223110581786,sephora,2018-05-04,10.65,Florida,Health & Beauty
74185790015679246941582618342,1013661283646223110581786,sephora,2018-05-04,10.7,Florida,Health & Beauty
56095692394918273067060500329,1013661283646223110581786,sephora,2018-06-06,10.7,Florida,Health & Beauty
65503119120788409597261770530,1013661283646223110581786,sephora,2018-07-04,10.7,Florida,Health & Beauty
42267244460671193702919495733,1013661283646223110581786,sephora,2018-08-06,10.7,Florida,Health & Beauty
47215024117672352009374464670,1013661283646223110581786,sephora,2018-09-03,10.7,Florida,Health & Beauty
58921154210309657474971410016,1013661283646223110581786,sephora,2018-10-05,10.7,Florida,Health & Beauty
57924782954265299221772508552,1013661283646223110581786,sephora,2018-11-04,10.7,Florida,Health & Beauty
42432740490940455970778782442,1013661283646223110581786,sephora,2018-12-05,10.7,Florida,Health & Beauty
4235604826572584652128205237,1013661283646223110581786,sephora,2018-12-24,17.12,Florida,Health & Beauty
36768286147357453079775998850,1013661283646223110581786,sephora,2018-12-25,4.57,Florida,Health & Beauty
32928289020508346754429090058,1013661283646223110581786,sephora,2018-12-26,2.43,Florida,Health & Beauty
66839376681504714727594803052,1013661283646223110581786,sephora,2019-01-02,10.7,Florida,Health & Beauty
52764529162629476075054992896,1013661283646223110581786,sephora,2019-01-25,32.56,Florida,Health & Beauty
60172733758846429064935636972,1013661283646223110581786,sephora,2019-02-03,10.7,Florida,Health & Beauty
67006819795169932616552160418,1013661283646223110581786,airbnb,2019-02-18,156.75,Florida,Travel & Transportation
17385761735047725754883722629,1013661283646223110581786,airbnb,2019-03-03,-124.24,Florida,Travel & Transportation
44255834391942152802373431589,1013661283646223110581786,sephora,2019-03-05,10.7,Florida,Health & Beauty
19114484225730113943147029662,1013661283646223110581786,sephora,2019-04-05,10.7,Florida,Health & Beauty
49667135013924679471804664127,1013661283646223110581786,stitch_fix,2019-05-01,20,Florida,Apparel & Accessories
68787693251391202133905976767,1013661283646223110581786,stitch_fix,2019-05-14,20.66,Florida,Apparel & Accessories
70613587589820089681333523221,1013661283646223110581786,stitch_fix,2019-06-21,20,Florida,Apparel & Accessories
34870551086019310199363621853,1013661283646223110581786,airbnb,2019-07-04,957.66,Florida,Travel & Transportation
74743751978816656047622504209,1013661283646223110581786,stitch_fix,2019-07-04,42.06,Florida,Apparel & Accessories
11087116753541942954688581053,1013661283646223110581786,airbnb,2019-07-15,121.54,Florida,Travel & Transportation
78294769529170500122456627042,1013661283646223110581786,airbnb,2019-07-17,279.72,Florida,Travel & Transportation
51494442768630277262217083347,1013661283646223110581786,stitch_fix,2019-08-16,20,Florida,Apparel & Accessories
38514074000354631272131213924,1013661283646223110581786,stitch_fix,2019-08-29,176.83,Florida,Apparel & Accessories
29261490127938683725110684651,1013661283646223110581786,airbnb,2019-09-04,1358.92,Florida,Travel & Transportation
61030740269274082776712150504,1013661283646223110581786,stitch_fix,2019-10-11,20,Florida,Apparel & Accessories
76674259133215627937923532540,1013661283646223110581786,sephora,2019-10-13,15.51,Florida,Health & Beauty
40592912419515592825605056022,1013661283646223110581786,stitch_fix,2019-11-02,220.77,Florida,Apparel & Accessories
65533297368912364834003560998,1013661283646223110581786,stitch_fix,2019-12-04,20,Florida,Apparel & Accessories
35060569576787857711245078395,1013661283646223110581786,stitch_fix,2019-12-26,121.24,Florida,Apparel & Accessories
9715159422297150261326823097,1013661283646223110581786,stitch_fix,2020-01-30,20,Florida,Apparel & Accessories
24721092063570671514207612659,1013661283646223110581786,sephora,2020-02-15,10.54,Florida,Health & Beauty
53186435587161621722724744730,1013661283646223110581786,stitch_fix,2020-02-25,27.08,Florida,Apparel & Accessories
48684252983331087562842929046,1013661283646223110581786,sephora,2020-04-26,30.54,Florida,Health & Beauty
21425779546110505655122199647,1013661283646223110581786,stitch_fix,2020-05-22,20,Florida,Apparel & Accessories
53890852739530503518758502034,1013661283646223110581786,stitch_fix,2020-06-14,95.56,Florida,Apparel & Accessories
77871809504000276588029733652,1013661283646223110581786,wayfair,2020-06-25,68.47,Florida,Home
40218748893306553512930083679,1013661283646223110581786,wayfair,2020-09-20,267.48,Florida,Home
1644383006754872256454448594,1013661283646223110581786,wayfair,2020-09-30,1021.96,Florida,Home
23479582835976636645876666473,1013661283646223110581786,wayfair,2020-09-30,1021.72,Florida,Home
16706219458092559980441650331,1013661283646223110581786,wayfair,2020-10-01,-267.48,Florida,Home
4216698638812255678513686778,1013661283646223110581786,wayfair,2020-10-01,-1021.96,Florida,Home
57070264255067001090334403802,1013661283646223110581786,wayfair,2020-10-01,-1021.72,Florida,Home
58219987632717937608387572654,1013661283646223110581786,wayfair,2020-12-17,85.59,Florida,Home
9113255606652181606928642183,1013661283646223110581786,airbnb,2021-04-24,1002.75,Florida,Travel & Transportation
39779782572666810201768366252,1013661283646223110581786,airbnb,2021-06-01,1002.75,Florida,Travel & Transportation
74896434452290449585424479863,1013661283646223110581786,airbnb,2021-10-22,277.47,Florida,Travel & Transportation
17203474455940169874968402170,1013661283646223110581786,sephora,2021-12-13,25.68,Florida,Health & Beauty
42581667580145520722633642619,1013661283646223110581786,sephora,2021-12-13,35.31,Florida,Health & Beauty
66285171966525524409686886791,1016567392172087770695880,dish,2020-12-25,170,North Carolina,Telecommunication
56146543361487873927334568130,1016567392172087770695880,dish,2021-01-06,240,North Carolina,Telecommunication
76988664420144678722503705112,1016567392172087770695880,dish,2021-01-30,100,North Carolina,Telecommunication
69834893822467598295164207581,1016567392172087770695880,dish,2021-02-11,70,North Carolina,Telecommunication
13584019010387433531052700369,1016567392172087770695880,dish,2021-03-15,150,North Carolina,Telecommunication
30225840752527026336421034124,1016567392172087770695880,dish,2021-04-10,131,North Carolina,Telecommunication
68445084155790340661956654272,1016567392172087770695880,dish,2021-05-13,135,North Carolina,Telecommunication
18867550211304616942000089823,1016567392172087770695880,dish,2021-06-12,135,North Carolina,Telecommunication
63365090729887589897230974871,1016567392172087770695880,dish,2021-07-11,135,North Carolina,Telecommunication
46406672303711803090284418224,1016567392172087770695880,dish,2021-08-12,133,North Carolina,Telecommunication
57678403840175146569813195497,1016710304908079858430722,sephora,2019-12-04,38.11,Michigan,Health & Beauty
52626679167165055257493750630,1016710304908079858430722,sephora,2020-05-25,38.16,Michigan,Health & Beauty
68840878967842301428553298013,1016710304908079858430722,sephora,2020-05-30,25.33,Michigan,Health & Beauty
51332136811801936803356931283,1016710304908079858430722,airbnb,2020-10-01,402.39,Michigan,Travel & Transportation
40140220563710888267992615459,1016710304908079858430722,airbnb,2020-10-10,263,Michigan,Travel & Transportation
9052363252161861435216478130,1016710304908079858430722,airbnb,2021-01-03,450.44,Michigan,Travel & Transportation
69789753112267760841569610702,1016710304908079858430722,sephora,2021-03-25,25.44,Michigan,Health & Beauty
13904545486634734925721395251,1016710304908079858430722,sephora,2021-05-12,44.52,Michigan,Health & Beauty
40661853356857398020988669814,1016710304908079858430722,airbnb,2021-05-13,780.77,Michigan,Travel & Transportation
17777239861278320253253610649,1016710304908079858430722,sephora,2021-05-19,31.8,Michigan,Health & Beauty
18402011549884984610605134488,1016710304908079858430722,airbnb,2021-05-20,442.03,Michigan,Travel & Transportation
8625206474763819852914507308,1016710304908079858430722,airbnb,2021-06-05,690.68,Michigan,Travel & Transportation
1406851015726768646707324356,1016710304908079858430722,airbnb,2021-06-07,-442.03,Michigan,Travel & Transportation
75132392245934269502600672506,1016710304908079858430722,airbnb,2021-06-25,-690.68,Michigan,Travel & Transportation
34939695865874187508282185927,1016710304908079858430722,sephora,2021-08-26,103.87,Michigan,Health & Beauty
28825451962230835723327563220,1016710304908079858430722,airbnb,2021-08-28,888.87,Michigan,Travel & Transportation
74751545803625786891667292371,1016710304908079858430722,sephora,2021-10-25,61.48,Michigan,Health & Beauty
35699860950546122948915955681,1017560699543991457276622,airbnb,2017-04-22,523,Florida,Travel & Transportation
19770992258317377728831794030,1017560699543991457276622,stitch_fix,2017-11-19,20,Florida,Apparel & Accessories
21839768839057407485484686067,1017560699543991457276622,stitch_fix,2017-12-07,28,Florida,Apparel & Accessories
46297783117279556007794673501,1017560699543991457276622,stitch_fix,2018-01-16,20,Florida,Apparel & Accessories
12867281024300995599833780276,1017560699543991457276622,stitch_fix,2018-02-11,20,Florida,Apparel & Accessories
12009056338170419265271262856,1017560699543991457276622,stitch_fix,2018-02-18,145.33,Florida,Apparel & Accessories
3102766220418701500510404034,1017560699543991457276622,stitch_fix,2018-06-23,20,Florida,Apparel & Accessories
68246896142069531919790661872,1017560699543991457276622,stitch_fix,2018-06-26,-20,Florida,Apparel & Accessories
71158930731022101235055937379,1017560699543991457276622,stitch_fix,2018-07-01,157.31,Florida,Apparel & Accessories
29567480942369251850181594259,1017560699543991457276622,stitch_fix,2018-10-19,20,Florida,Apparel & Accessories
5768507994653690235967393059,1017560699543991457276622,stitch_fix,2018-11-05,161.9,Florida,Apparel & Accessories
64112912350241262735608475902,1017560699543991457276622,stitch_fix,2018-11-06,-45.47,Florida,Apparel & Accessories
37172855992436302560162053354,1017560699543991457276622,stitch_fix,2019-02-28,202.23,Florida,Apparel & Accessories
15482351532332305723842692722,1017560699543991457276622,stitch_fix,2020-03-24,175.48,Florida,Apparel & Accessories
4359700654094173860520887464,1017560699543991457276622,stitch_fix,2020-03-27,-43.86,Florida,Apparel & Accessories
1111963955688047521502752084,1018839155578094724950154,stitch_fix,2020-12-15,-25,California,Apparel & Accessories
19417619269416663019089815490,1018839155578094724950154,stitch_fix,2020-12-15,214.16,California,Apparel & Accessories
21050991381188160228358680155,1018839155578094724950154,stitch_fix,2021-01-23,40.95,California,Apparel & Accessories
53602913169596090828866373714,1020696944394106951109820,dish,2017-04-06,24.4,Washington,Telecommunication
52533691634794853190259746097,1020696944394106951109820,dish,2017-05-08,86.07,Washington,Telecommunication
49252145669024524538603537553,1020696944394106951109820,dish,2017-06-06,74.4,Washington,Telecommunication
45371696865680904723284967055,1020696944394106951109820,dish,2017-07-07,74.4,Washington,Telecommunication
25947411183570651212561366981,1020696944394106951109820,dish,2017-08-06,74.4,Washington,Telecommunication
35052156766360559261306605789,1020696944394106951109820,dish,2017-09-06,74.4,Washington,Telecommunication
46867948493973007064905989664,1020696944394106951109820,dish,2017-10-07,74.4,Washington,Telecommunication
38325974761533905146695111852,1020696944394106951109820,dish,2017-11-06,74.4,Washington,Telecommunication
40793040598849229415518680364,1020696944394106951109820,dish,2017-12-07,74.4,Washington,Telecommunication
61707768002092860950289403727,1020696944394106951109820,dish,2018-01-06,74.64,Washington,Telecommunication
14024064128838441107825467294,1020696944394106951109820,dish,2018-02-06,74.32,Washington,Telecommunication
21149831453602558029583059621,1020696944394106951109820,dish,2018-03-09,74.32,Washington,Telecommunication
47446338219050458395754020739,1020696944394106951109820,dish,2018-04-06,74.32,Washington,Telecommunication
61616198438536693607571224412,1020696944394106951109820,dish,2018-05-06,74.32,Washington,Telecommunication
44961534653936642969062597313,1020696944394106951109820,dish,2018-06-06,53.07,Washington,Telecommunication
4840005382375630632016252756,1020696944394106951109820,dish,2018-07-09,74.32,Washington,Telecommunication
8576588494135828123447949966,1020696944394106951109820,dish,2018-08-06,74.32,Washington,Telecommunication
1446111598101263246753072352,1020696944394106951109820,dish,2018-09-06,74.32,Washington,Telecommunication
7664967388499362439401426481,1020696944394106951109820,dish,2018-09-29,74.87,Washington,Telecommunication
5576258018392424782467349017,1020696944394106951109820,dish,2018-10-06,74.32,Washington,Telecommunication
21554871913473551123433675518,1020696944394106951109820,dish,2018-11-06,101.68,Washington,Telecommunication
10040283473544947398853864938,1020696944394106951109820,dish,2018-12-07,96.32,Washington,Telecommunication
42042014496249676459349183535,1020696944394106951109820,dish,2018-12-30,16.68,Washington,Telecommunication
56112105481243372620955992364,1020696944394106951109820,dish,2019-01-06,89.91,Washington,Telecommunication
17999465020246337674954883884,1020696944394106951109820,dish,2019-02-06,106.25,Washington,Telecommunication
19199305448732998016031385441,1020696944394106951109820,dish,2019-03-09,113,Washington,Telecommunication
10112960239452732575558697705,1020696944394106951109820,dish,2019-04-08,132.63,Washington,Telecommunication
38187366211553860394429341808,1020696944394106951109820,dish,2019-05-07,132.63,Washington,Telecommunication
1678559385808052902551681371,1020696944394106951109820,dish,2019-06-06,132.63,Washington,Telecommunication
78240459031949166796377023495,1020696944394106951109820,dish,2019-07-06,132.63,Washington,Telecommunication
27034625420321999755130282945,1020696944394106951109820,dish,2019-09-03,410.92,Washington,Telecommunication
29825380385838331792219041700,1020696944394106951109820,caribou_coffee,2020-09-19,7.67,Washington,Restaurants
20462513179516841712460452931,1023728989621164306570274,sephora,2018-02-09,50,North Carolina,Health & Beauty
23103946197053205016320320328,1023728989621164306570274,airbnb,2018-05-13,137.14,North Carolina,Travel & Transportation
7457338272139183347481665786,1023728989621164306570274,sephora,2019-02-12,41.34,North Carolina,Health & Beauty
74227929520007979163468962750,1023728989621164306570274,wayfair,2020-10-24,281.81,North Carolina,Home
54696482384323661109022815922,1027238961763190463938586,sephora,2018-02-26,145.53,California,Health & Beauty
53827004969963922295979872041,1027238961763190463938586,sephora,2018-03-16,-1.1,California,Health & Beauty
21041891666533171958227736389,1029418936023007923257238,lululemon,2019-01-05,53.41,Arkansas,Apparel & Accessories
9401410381199203012271635586,103003607978316988854714,nintendo,2020-10-20,21.19,Pennsylvania,Home Entertainment
64254846273414444268308300442,103003607978316988854714,nintendo,2021-02-22,20.13,Pennsylvania,Home Entertainment
67253342468155483027767385630,103003607978316988854714,nintendo,2021-02-22,5.29,Pennsylvania,Home Entertainment
35495762714314205498109354976,103003607978316988854714,nintendo,2021-04-30,10.59,Pennsylvania,Home Entertainment
70031916098592164718337403299,103003607978316988854714,nintendo,2021-05-21,5.3,Pennsylvania,Home Entertainment
73041847287458144156080265765,103003607978316988854714,nintendo,2021-07-26,57.89,Pennsylvania,Home Entertainment
61233795452582324061133604959,103003607978316988854714,nintendo,2021-09-02,1.62,Pennsylvania,Home Entertainment
79225658267584226723538534787,103003607978316988854714,nintendo,2021-09-09,20.95,Pennsylvania,Home Entertainment
15874927534592311321963495523,103003607978316988854714,nintendo,2021-09-22,2.03,Pennsylvania,Home Entertainment
39161842871750365225853614615,103003607978316988854714,nintendo,2021-11-07,26.49,Pennsylvania,Home Entertainment
28430371918945350847263157939,1030300282556872522499887,nintendo,2017-12-29,0.5,Michigan,Home Entertainment
44935386197188768648271447519,1030300282556872522499887,nintendo,2019-12-30,20,Michigan,Home Entertainment
17469781618705059165792435619,1030300282556872522499887,wayfair,2020-04-08,13.41,Michigan,Home
17907652676046092609761278962,1030300282556872522499887,nintendo,2020-07-10,26.49,Michigan,Home Entertainment
57444796080447838773000031333,1030300282556872522499887,nintendo,2020-07-13,31.79,Michigan,Home Entertainment
74475024631580568769700181955,1030300282556872522499887,nintendo,2020-07-18,10.59,Michigan,Home Entertainment
60361036505587206483107069918,1030300282556872522499887,nintendo,2020-09-12,8.47,Michigan,Home Entertainment
65068885948853159926460843237,1030300282556872522499887,nintendo,2020-10-18,10,Michigan,Home Entertainment
72781929452162492995648117207,1030300282556872522499887,nintendo,2020-10-24,42.36,Michigan,Home Entertainment
48685929216385843036824580270,1030300282556872522499887,nintendo,2020-12-23,23.43,Michigan,Home Entertainment
39195538126384535911845352731,1030300282556872522499887,nintendo,2021-01-17,20,Michigan,Home Entertainment
13609823575980043323448500736,1031232813369506926916935,wayfair,2016-02-25,587.35,Tennessee,Home
65230042341526050466191610525,1032784246335294054056816,sephora,2016-07-15,25.92,Ohio,Health & Beauty
21780509728312803109985223509,1032784246335294054056816,sephora,2016-12-25,77.76,Ohio,Health & Beauty
15174721865518428815997440727,1032784246335294054056816,sephora,2018-05-11,12.96,Ohio,Health & Beauty
59929849140621214374137267627,1032784246335294054056816,sephora,2019-12-19,17.28,Ohio,Health & Beauty
29004744258359600345065415793,1032784246335294054056816,sephora,2021-04-17,34.99,Ohio,Health & Beauty
68916628587150244957735494942,1033338250065083603330240,sephora,2017-10-25,35.8,Virginia,Health & Beauty
64543045246331563516609759991,1033338250065083603330240,sephora,2018-06-04,58.97,Virginia,Health & Beauty
57492469340677186670949335130,1033338250065083603330240,sephora,2018-06-11,35.8,Virginia,Health & Beauty
64316536651825956150500707680,1033338250065083603330240,sephora,2018-07-29,42.4,Virginia,Health & Beauty
51595102698430215684447191971,1033338250065083603330240,sephora,2018-08-15,35.8,Virginia,Health & Beauty
61169731812047560313051271010,1033909706765251761777282,dish,2016-12-03,189.35,Georgia,Telecommunication
49348472597629574171713934888,1033909706765251761777282,dish,2019-03-18,70.96,Georgia,Telecommunication
24392764458174858951267132370,1033909706765251761777282,dish,2019-03-25,55.06,Georgia,Telecommunication
30758497323396843214539559226,1033909706765251761777282,dish,2019-03-31,113.05,Georgia,Telecommunication
45049385220971844892531151957,1033909706765251761777282,dish,2019-05-02,118.15,Georgia,Telecommunication
71004619244269641483782709397,1033909706765251761777282,dish,2019-06-02,135.12,Georgia,Telecommunication
9801884605144851579792543540,1033909706765251761777282,dish,2019-07-02,168.1,Georgia,Telecommunication
70496029299315877441117935755,1033909706765251761777282,dish,2019-08-04,150.13,Georgia,Telecommunication
42115198219700769685762698734,1033909706765251761777282,dish,2019-08-31,138.15,Georgia,Telecommunication
